frame.number,frame.time,wlan.sa,wlan.ra,frame.len,wlan.fc.retry,wlan.bssid,wlan.seq,wlan_radio.channel,wlan.fc.type,wlan.fc.subtype,wlan.fixed.timestamp,wlan.fixed.beacon,wlan.ssid,wlan.rsn.akms.count,wlan.rsn.akms.type,wlan.fixed.auth.alg,wlan.fixed.auth_seq,wlan.fixed.status_code,wlan.fixed.finite_cyclic_group,wlan.fixed.aid,wlan.fixed.reason_code,eapol.keydes.type,wlan_rsna_eapol.keydes.msgnr
1,"Jan 10, 2021 04:07:07.254680827 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2179,6,0,8,0x0000001417912141,100,Den speaker.o,,,,,,,,,,
2,"Jan 10, 2021 04:07:07.291064225 EET",8a:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:94:29,2840,6,0,8,0x00000047d9fcf180,100,,1,2,,,,,,,,
3,"Jan 10, 2021 04:07:07.344533709 EET",84:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:94:29,420,6,0,8,0x00000047d9fcf81f,100,402 Prashanti,1,2,,,,,,,,
4,"Jan 10, 2021 04:07:07.357112324 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2180,6,0,8,0x000000141792b141,100,Den speaker.o,,,,,,,,,,
5,"Jan 10, 2021 04:07:07.393365859 EET",8a:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:94:29,2841,6,0,8,0x00000047d9fe8180,100,,1,2,,,,,,,,
6,"Jan 10, 2021 04:07:07.706108597 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1264,1,0,8,0x0000000112655180,100,Aya's Galaxy ,2,3,,,,,,,,
7,"Jan 10, 2021 04:07:07.723272442 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,203,1,0,8,0x00000000026a0180,16,Aya's Galaxy ,1,2,,,,,,,,
8,"Jan 10, 2021 04:07:07.739660180 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,204,1,0,8,0x00000000026a4180,16,Aya's Galaxy ,1,2,,,,,,,,
9,"Jan 10, 2021 04:07:07.755947358 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,205,1,0,8,0x00000000026a8180,16,Aya's Galaxy ,1,2,,,,,,,,
10,"Jan 10, 2021 04:07:07.772440083 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,206,1,0,8,0x00000000026ac180,16,Aya's Galaxy ,1,2,,,,,,,,
11,"Jan 10, 2021 04:07:07.788800578 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,207,1,0,8,0x00000000026b0180,16,Aya's Galaxy ,1,2,,,,,,,,
12,"Jan 10, 2021 04:07:07.805092332 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,208,1,0,8,0x00000000026b4180,16,Aya's Galaxy ,1,2,,,,,,,,
13,"Jan 10, 2021 04:07:07.808397231 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1265,1,0,8,0x000000011266e194,100,Aya's Galaxy ,2,3,,,,,,,,
14,"Jan 10, 2021 04:07:07.812572650 EET",,02:b8:af:5c:3a:48,28,0,,,1,1,13,,,,,,,,,,,,,
15,"Jan 10, 2021 04:07:07.813084727 EET",,02:b8:af:5c:3a:48,38,0,,,1,1,8,,,,,,,,,,,,,
16,"Jan 10, 2021 04:07:07.821462597 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,209,1,0,8,0x00000000026b8180,16,Aya's Galaxy ,1,2,,,,,,,,
17,"Jan 10, 2021 04:07:07.831645642 EET",,02:b8:af:5c:3a:48,28,0,,,1,1,13,,,,,,,,,,,,,
18,"Jan 10, 2021 04:07:07.837903938 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,210,1,0,8,0x00000000026bc180,16,Aya's Galaxy ,1,2,,,,,,,,
19,"Jan 10, 2021 04:07:07.854248197 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,211,1,0,8,0x00000000026c0180,16,Aya's Galaxy ,1,2,,,,,,,,
20,"Jan 10, 2021 04:07:07.870586573 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,212,1,0,8,0x00000000026c4180,16,Aya's Galaxy ,1,2,,,,,,,,
21,"Jan 10, 2021 04:07:07.886932140 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,213,1,0,8,0x00000000026c8180,16,Aya's Galaxy ,1,2,,,,,,,,
22,"Jan 10, 2021 04:07:07.903517565 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,214,1,0,8,0x00000000026cc180,16,Aya's Galaxy ,1,2,,,,,,,,
23,"Jan 10, 2021 04:07:07.910796123 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1266,1,0,8,0x0000000112687180,100,Aya's Galaxy ,2,3,,,,,,,,
24,"Jan 10, 2021 04:07:07.919861914 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,215,1,0,8,0x00000000026d017f,16,Aya's Galaxy ,1,2,,,,,,,,
25,"Jan 10, 2021 04:07:07.936161954 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,216,1,0,8,0x00000000026d4180,16,Aya's Galaxy ,1,2,,,,,,,,
26,"Jan 10, 2021 04:07:08.118093234 EET",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,2613,7,0,4,,,Dalal's,,,,,,,,,,
27,"Jan 10, 2021 04:07:08.222164919 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3251,13,2,0,,,,,,,,,,,,,
28,"Jan 10, 2021 04:07:08.379141774 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3253,13,2,0,,,,,,,,,,,,,
29,"Jan 10, 2021 04:07:08.419935836 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3254,13,2,0,,,,,,,,,,,,,
30,"Jan 10, 2021 04:07:08.436574388 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3255,13,2,0,,,,,,,,,,,,,
31,"Jan 10, 2021 04:07:08.458000668 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3256,13,2,0,,,,,,,,,,,,,
32,"Jan 10, 2021 04:07:08.469886951 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3257,13,2,0,,,,,,,,,,,,,
33,"Jan 10, 2021 04:07:08.745225880 EET",64:cc:22:3c:91:ce,ff:ff:ff:ff:ff:ff,247,0,64:cc:22:3c:91:ce,1227,8,0,8,0x00000047c92ab183,100,Dhami,1,2,,,,,,,,
34,"Jan 10, 2021 04:07:08.847705158 EET",64:cc:22:3c:91:ce,ff:ff:ff:ff:ff:ff,247,0,64:cc:22:3c:91:ce,1229,8,0,8,0x00000047c92c4183,100,Dhami,1,2,,,,,,,,
35,"Jan 10, 2021 04:07:08.950090721 EET",64:cc:22:3c:91:ce,ff:ff:ff:ff:ff:ff,247,0,64:cc:22:3c:91:ce,1230,8,0,8,0x00000047c92dd183,100,Dhami,1,2,,,,,,,,
36,"Jan 10, 2021 04:07:09.583994486 EET",8a:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:98:6a,2113,9,0,8,0x0000000776c76180,100,,1,2,,,,,,,,
37,"Jan 10, 2021 04:07:09.636142725 EET",84:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:98:6a,3055,9,0,8,0x0000000776c7631f,100,401 Prashanti,1,2,,,,,,,,
38,"Jan 10, 2021 04:07:09.686316023 EET",8a:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:98:6a,2114,9,0,8,0x0000000776c8f185,100,,1,2,,,,,,,,
39,"Jan 10, 2021 04:07:09.934944457 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,338,4,0,8,0x00000000028bc180,16,Aya's Galaxy ,1,2,,,,,,,,
40,"Jan 10, 2021 04:07:09.984277888 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,341,4,0,8,0x00000000028c8180,16,Aya's Galaxy ,1,2,,,,,,,,
41,"Jan 10, 2021 04:07:10.000639040 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,342,4,0,8,0x00000000028cc180,16,Aya's Galaxy ,1,2,,,,,,,,
42,"Jan 10, 2021 04:07:10.169104874 EET",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,2629,10,0,4,,,Dalal's,,,,,,,,,,
43,"Jan 10, 2021 04:07:10.612124319 EET",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,65,0,ff:ff:ff:ff:ff:ff,3987,11,0,4,,,Vijay,,,,,,,,,,
44,"Jan 10, 2021 04:07:10.620647952 EET",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,285,0,80:1f:02:e9:f4:68,3986,11,0,8,0x00000047d0e1b17c,100,Pradnya,1,2,,,,,,,,
45,"Jan 10, 2021 04:07:10.752779652 EET",b0:4e:26:27:69:f1,ff:ff:ff:ff:ff:ff,270,0,b0:4e:26:27:69:f1,4040,11,0,8,0x00000025285f3199,100,VVM,1,2,,,,,,,,
46,"Jan 10, 2021 04:07:10.838736126 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2214,6,0,8,0x0000001417c7d141,100,Den speaker.o,,,,,,,,,,
47,"Jan 10, 2021 04:07:10.924486738 EET",84:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:94:29,455,6,0,8,0x00000047da33a180,100,402 Prashanti,1,2,,,,,,,,
48,"Jan 10, 2021 04:07:10.941176466 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2215,6,0,8,0x0000001417c96141,100,Den speaker.o,,,,,,,,,,
49,"Jan 10, 2021 04:07:10.975021171 EET",8a:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:94:29,2876,6,0,8,0x00000047da353180,100,,1,2,,,,,,,,
50,"Jan 10, 2021 04:07:11.027279878 EET",84:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:94:29,456,6,0,8,0x00000047da35335b,100,402 Prashanti,1,2,,,,,,,,
51,"Jan 10, 2021 04:07:11.043584695 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2216,6,0,8,0x0000001417caf141,100,Den speaker.o,,,,,,,,,,
52,"Jan 10, 2021 04:07:11.077386920 EET",8a:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:94:29,2877,6,0,8,0x00000047da36c180,100,,1,2,,,,,,,,
53,"Jan 10, 2021 04:07:11.360437608 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,425,1,0,8,0x0000000002a18180,16,Aya's Galaxy ,1,2,,,,,,,,
54,"Jan 10, 2021 04:07:11.376844689 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,426,1,0,8,0x0000000002a1c180,16,Aya's Galaxy ,1,2,,,,,,,,
55,"Jan 10, 2021 04:07:11.392414751 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1300,1,0,8,0x00000001129d9180,100,Aya's Galaxy ,2,3,,,,,,,,
56,"Jan 10, 2021 04:07:11.394515091 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,427,1,0,8,0x0000000002a20731,16,Aya's Galaxy ,1,2,,,,,,,,
57,"Jan 10, 2021 04:07:11.409571213 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,428,1,0,8,0x0000000002a24180,16,Aya's Galaxy ,1,2,,,,,,,,
58,"Jan 10, 2021 04:07:11.426025505 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,429,1,0,8,0x0000000002a28180,16,Aya's Galaxy ,1,2,,,,,,,,
59,"Jan 10, 2021 04:07:11.442391445 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,430,1,0,8,0x0000000002a2c180,16,Aya's Galaxy ,1,2,,,,,,,,
60,"Jan 10, 2021 04:07:11.458837260 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,431,1,0,8,0x0000000002a30181,16,Aya's Galaxy ,1,2,,,,,,,,
61,"Jan 10, 2021 04:07:11.475106219 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,432,1,0,8,0x0000000002a34180,16,Aya's Galaxy ,1,2,,,,,,,,
62,"Jan 10, 2021 04:07:11.491587488 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,433,1,0,8,0x0000000002a38180,16,Aya's Galaxy ,1,2,,,,,,,,
63,"Jan 10, 2021 04:07:11.494910840 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1301,1,0,8,0x00000001129f2180,100,Aya's Galaxy ,,,,,,,,,,
64,"Jan 10, 2021 04:07:11.507799046 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,434,1,0,8,0x0000000002a3c180,16,Aya's Galaxy ,1,2,,,,,,,,
65,"Jan 10, 2021 04:07:11.524291682 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,435,1,0,8,0x0000000002a40180,16,Aya's Galaxy ,1,2,,,,,,,,
66,"Jan 10, 2021 04:07:11.540671053 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,436,1,0,8,0x0000000002a44180,16,Aya's Galaxy ,1,2,,,,,,,,
67,"Jan 10, 2021 04:07:11.557002757 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,437,1,0,8,0x0000000002a48180,16,Aya's Galaxy ,1,2,,,,,,,,
68,"Jan 10, 2021 04:07:11.573405599 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,438,1,0,8,0x0000000002a4c180,16,Aya's Galaxy ,1,2,,,,,,,,
69,"Jan 10, 2021 04:07:11.589778607 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,439,1,0,8,0x0000000002a50180,16,Aya's Galaxy ,1,2,,,,,,,,
70,"Jan 10, 2021 04:07:11.597157991 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,351,0,d6:7e:a7:8e:35:cb,1302,1,0,8,0x0000000112a0b180,100,Aya's Galaxy ,2,3,,,,,,,,
71,"Jan 10, 2021 04:07:11.622498732 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,441,7,0,8,0x0000000002a58180,16,Aya's Galaxy ,1,2,,,,,,,,
72,"Jan 10, 2021 04:07:11.769993621 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,450,7,0,8,0x0000000002a7c180,16,Aya's Galaxy ,1,2,,,,,,,,
73,"Jan 10, 2021 04:07:11.804422977 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,452,7,0,8,0x0000000002a847a8,16,Aya's Galaxy ,1,2,,,,,,,,
74,"Jan 10, 2021 04:07:11.918272180 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3346,13,2,0,,,,,,,,,,,,,
75,"Jan 10, 2021 04:07:11.993087591 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3349,13,2,0,,,,,,,,,,,,,
76,"Jan 10, 2021 04:07:12.084326328 EET",00:90:0b:6b:18:76,ff:ff:ff:ff:ff:ff,112,0,58:c1:7a:0c:e3:80,3351,13,2,0,,,,,,,,,,,,,
77,"Jan 10, 2021 04:07:12.130879012 EET",d6:7e:a7:8e:35:cb,ce:6b:60:77:85:72,44,0,d6:7e:a7:8e:35:cb,5,2,0,12,,,,,,,,,,,2,,
78,"Jan 10, 2021 04:07:12.132818727 EET",d6:7e:a7:8e:35:cb,ce:6b:60:77:85:72,44,1,d6:7e:a7:8e:35:cb,5,2,0,12,,,,,,,,,,,2,,
79,"Jan 10, 2021 04:07:12.133338628 EET",d6:7e:a7:8e:35:cb,ce:6b:60:77:85:72,44,1,d6:7e:a7:8e:35:cb,5,2,0,12,,,,,,,,,,,2,,
80,"Jan 10, 2021 04:07:12.134657553 EET",d6:7e:a7:8e:35:cb,ce:6b:60:77:85:72,44,1,d6:7e:a7:8e:35:cb,5,2,0,12,,,,,,,,,,,2,,
81,"Jan 10, 2021 04:07:12.685779594 EET",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,2648,3,0,4,,,Dalal's,,,,,,,,,,
82,"Jan 10, 2021 04:07:13.217205019 EET",84:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:98:6a,3091,9,0,8,0x0000000776fe1180,100,401 Prashanti,1,2,,,,,,,,
83,"Jan 10, 2021 04:07:13.267907850 EET",8a:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:98:6a,2149,9,0,8,0x0000000776ffa180,100,,1,2,,,,,,,,
84,"Jan 10, 2021 04:07:13.319684379 EET",84:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:98:6a,3092,9,0,8,0x0000000776ffa180,100,401 Prashanti,1,2,,,,,,,,
85,"Jan 10, 2021 04:07:13.370262220 EET",8a:d8:1b:25:98:6a,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:98:6a,2150,9,0,8,0x0000000777013180,100,,1,2,,,,,,,,
86,"Jan 10, 2021 04:07:13.416972122 EET",d8:bf:c0:d4:f0:5e,ff:ff:ff:ff:ff:ff,67,0,ff:ff:ff:ff:ff:ff,2654,9,0,4,,,Dalal's,,,,,,,,,,
87,"Jan 10, 2021 04:07:13.457568063 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,553,4,0,8,0x0000000002c18181,16,Aya's Galaxy ,1,2,,,,,,,,
88,"Jan 10, 2021 04:07:13.523183043 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,557,4,0,8,0x0000000002c28180,16,Aya's Galaxy ,1,2,,,,,,,,
89,"Jan 10, 2021 04:07:13.572332433 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,560,4,0,8,0x0000000002c34180,16,Aya's Galaxy ,1,2,,,,,,,,
90,"Jan 10, 2021 04:07:13.588605883 EET",d6:7e:a7:8e:35:cb,ff:ff:ff:ff:ff:ff,124,0,d6:7e:a7:8e:35:cb,561,4,0,8,0x0000000002c38180,16,Aya's Galaxy ,1,2,,,,,,,,
91,"Jan 10, 2021 04:07:13.693242764 EET",,84:d8:1b:25:98:6a,28,0,,,10,1,13,,,,,,,,,,,,,
92,"Jan 10, 2021 04:07:13.777022189 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,122,0,ff:ff:ff:ff:ff:ff,2311,10,0,4,,,Dalal's,,,,,,,,,,
93,"Jan 10, 2021 04:07:13.780846321 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,122,0,ff:ff:ff:ff:ff:ff,2314,10,0,4,,,Dalal's,,,,,,,,,,
94,"Jan 10, 2021 04:07:13.781883916 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,115,0,ff:ff:ff:ff:ff:ff,2315,10,0,4,,,,,,,,,,,,,
95,"Jan 10, 2021 04:07:13.782818976 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,115,0,ff:ff:ff:ff:ff:ff,2316,10,0,4,,,,,,,,,,,,,
96,"Jan 10, 2021 04:07:13.783950895 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,115,0,ff:ff:ff:ff:ff:ff,2317,10,0,4,,,,,,,,,,,,,
97,"Jan 10, 2021 04:07:13.784990025 EET",38:8b:59:56:3c:87,ff:ff:ff:ff:ff:ff,115,0,ff:ff:ff:ff:ff:ff,2318,10,0,4,,,,,,,,,,,,,
98,"Jan 10, 2021 04:07:13.791578343 EET",,84:d8:1b:25:98:6a,28,0,,,10,1,13,,,,,,,,,,,,,
99,"Jan 10, 2021 04:07:13.795302884 EET",,84:d8:1b:25:98:6a,28,0,,,10,1,13,,,,,,,,,,,,,
100,"Jan 10, 2021 04:07:13.810844950 EET",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,65,0,ff:ff:ff:ff:ff:ff,4082,10,0,4,,,Vijay,,,,,,,,,,
101,"Jan 10, 2021 04:07:13.910170292 EET",84:d8:1b:25:98:6a,38:8b:59:56:3c:87,429,1,84:d8:1b:25:98:6a,3104,10,0,5,0x000000077708a2e4,100,401 Prashanti,1,2,,,,,,,,
102,"Jan 10, 2021 04:07:14.234279560 EET",b0:4e:26:27:69:f1,ff:ff:ff:ff:ff:ff,270,0,b0:4e:26:27:69:f1,4083,11,0,8,0x000000252894518a,100,VVM,1,2,,,,,,,,
103,"Jan 10, 2021 04:07:14.410932214 EET",80:1f:02:e9:f4:68,ff:ff:ff:ff:ff:ff,65,0,ff:ff:ff:ff:ff:ff,4,11,0,4,,,Vijay,,,,,,,,,,
104,"Jan 10, 2021 04:07:14.439018440 EET",b0:4e:26:27:69:f1,ff:ff:ff:ff:ff:ff,270,0,b0:4e:26:27:69:f1,4085,11,0,8,0x00000025289771d1,100,VVM,1,2,,,,,,,,
105,"Jan 10, 2021 04:07:14.525136890 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2371,6,0,8,0x0000001418001141,100,Den speaker.o,,,,,,,,,,
106,"Jan 10, 2021 04:07:14.564496043 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,0,84:d8:1b:25:94:29,497,6,0,5,0x00000047da6b32c8,100,402 Prashanti,1,2,,,,,,,,
107,"Jan 10, 2021 04:07:14.567925952 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,497,6,0,5,0x00000047da6b40d6,100,402 Prashanti,1,2,,,,,,,,
108,"Jan 10, 2021 04:07:14.575331556 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,497,6,0,5,0x00000047da6b5d1e,100,402 Prashanti,1,2,,,,,,,,
109,"Jan 10, 2021 04:07:14.584685101 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,0,84:d8:1b:25:94:29,498,6,0,5,0x00000047da6b81c3,100,402 Prashanti,1,2,,,,,,,,
110,"Jan 10, 2021 04:07:14.591882528 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,498,6,0,5,0x00000047da6b9e2e,100,402 Prashanti,1,2,,,,,,,,
111,"Jan 10, 2021 04:07:14.595596323 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,498,6,0,5,0x00000047da6bac5f,100,402 Prashanti,1,2,,,,,,,,
112,"Jan 10, 2021 04:07:14.608437525 EET",84:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:94:29,499,6,0,8,0x00000047da6be180,100,402 Prashanti,1,2,,,,,,,,
113,"Jan 10, 2021 04:07:14.627068998 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,0,84:d8:1b:25:94:29,500,6,0,5,0x00000047da6c2806,100,402 Prashanti,1,2,,,,,,,,
114,"Jan 10, 2021 04:07:14.628627976 EET",fa:8f:ca:8e:5e:2f,ff:ff:ff:ff:ff:ff,176,0,fa:8f:ca:8e:5e:2f,2380,6,0,8,0x000000141801a600,100,Den speaker.o,,,,,,,,,,
115,"Jan 10, 2021 04:07:14.635353460 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,500,6,0,5,0x00000047da6c4822,100,402 Prashanti,1,2,,,,,,,,
116,"Jan 10, 2021 04:07:14.647333438 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,0,84:d8:1b:25:94:29,501,6,0,5,0x00000047da6c76f2,100,402 Prashanti,1,2,,,,,,,,
117,"Jan 10, 2021 04:07:14.650932670 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,1,84:d8:1b:25:94:29,501,6,0,5,0x00000047da6c8522,100,402 Prashanti,1,2,,,,,,,,
118,"Jan 10, 2021 04:07:14.658907819 EET",8a:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,260,0,8a:d8:1b:25:94:29,2912,6,0,8,0x00000047da6d7180,100,,1,2,,,,,,,,
119,"Jan 10, 2021 04:07:14.709857240 EET",84:d8:1b:25:94:29,6a:0c:60:f0:54:40,429,0,84:d8:1b:25:94:29,503,6,0,5,0x00000047da6d6b13,100,402 Prashanti,1,2,,,,,,,,
120,"Jan 10, 2021 04:07:14.712531056 EET",84:d8:1b:25:94:29,ff:ff:ff:ff:ff:ff,331,0,84:d8:1b:25:94:29,502,6,0,8,0x00000047da6d7916,100,402 Prashanti,1,2,,,,,,,,
